
-100,06/02/2022 13:52:48
-100,06/02/2022 13:52:52
-100,06/02/2022 13:52:56
-100,06/02/2022 13:53:00
-100,06/02/2022 13:53:04
-100,06/02/2022 13:53:08
-100,06/02/2022 13:53:12
-100,06/02/2022 13:53:16
-100,06/02/2022 13:53:20
-100,06/02/2022 13:53:24
-100,06/02/2022 13:53:28
-100,06/02/2022 13:53:32
-100,06/02/2022 13:53:36
-100,06/02/2022 13:53:40
-100,06/02/2022 13:53:44
-100,06/02/2022 13:53:48
-100,06/02/2022 13:53:53
-100,06/02/2022 13:53:56
-100,06/02/2022 13:54:00
-85,06/02/2022 13:54:05
-85,06/02/2022 13:54:09
-84,06/02/2022 13:54:13
-86,06/02/2022 13:54:17
-85,06/02/2022 13:54:21
-89,06/02/2022 13:54:25
-100,06/02/2022 13:54:29
-87,06/02/2022 13:54:33
-84,06/02/2022 13:54:38
-86,06/02/2022 13:54:42
-100,06/02/2022 13:54:46
-87,06/02/2022 13:54:50
-100,06/02/2022 13:54:55
-84,06/02/2022 13:54:58
-84,06/02/2022 13:55:02
-85,06/02/2022 13:55:06
-85,06/02/2022 13:55:11
-87,06/02/2022 13:55:15
-76,06/02/2022 13:55:19
-84,06/02/2022 13:55:23
-100,06/02/2022 13:55:27
-100,06/02/2022 13:55:31
-100,06/02/2022 13:55:35
-100,06/02/2022 13:55:39
-100,06/02/2022 13:55:43
-100,06/02/2022 13:55:47
-100,06/02/2022 13:55:51
-100,06/02/2022 13:55:56
-100,06/02/2022 13:55:59
-100,06/02/2022 13:56:03
-100,06/02/2022 13:56:07
-100,06/02/2022 13:56:11
-100,06/02/2022 13:56:15
-100,06/02/2022 13:56:20
-100,06/02/2022 13:56:23
-100,06/02/2022 13:56:28
-100,06/02/2022 13:56:31
-100,06/02/2022 13:56:35
-100,06/02/2022 13:56:40
-100,06/02/2022 13:56:44
-100,06/02/2022 13:56:48
-100,06/02/2022 13:56:52
-100,06/02/2022 13:56:56
-100,06/02/2022 13:57:00
-100,06/02/2022 13:57:04
-100,06/02/2022 13:57:08
-100,06/02/2022 13:57:12
-100,06/02/2022 13:57:16
-100,06/02/2022 13:57:20
-100,06/02/2022 13:57:24
-100,06/02/2022 13:57:28
-100,06/02/2022 13:57:32
-100,06/02/2022 13:57:36
-100,06/02/2022 13:57:40
-100,06/02/2022 13:57:44
-100,06/02/2022 13:57:48
-89,06/02/2022 13:57:52
-66,06/02/2022 13:57:56
-79,06/02/2022 13:58:00
-82,06/02/2022 13:58:04
-79,06/02/2022 13:58:09
-82,06/02/2022 13:58:13
-81,06/02/2022 13:58:17
-78,06/02/2022 13:58:21
-82,06/02/2022 13:58:25
-77,06/02/2022 13:58:29
-81,06/02/2022 13:58:34
-100,06/02/2022 13:58:38
-61,06/02/2022 13:58:42
-67,06/02/2022 13:58:46
-100,06/02/2022 13:58:50
-60,06/02/2022 13:58:54
-63,06/02/2022 13:58:58
-63,06/02/2022 13:59:02
-67,06/02/2022 13:59:07
-60,06/02/2022 13:59:11
-61,06/02/2022 13:59:15
-66,06/02/2022 13:59:19
-60,06/02/2022 13:59:23
-63,06/02/2022 13:59:28
-66,06/02/2022 13:59:32
-66,06/02/2022 13:59:36
-66,06/02/2022 13:59:40
-65,06/02/2022 13:59:44
-63,06/02/2022 13:59:48
-63,06/02/2022 13:59:52
-66,06/02/2022 13:59:56
-63,06/02/2022 14:00:01
-63,06/02/2022 14:00:05
-66,06/02/2022 14:00:09
-63,06/02/2022 14:00:13
-66,06/02/2022 14:00:17
-77,06/02/2022 14:00:21
-70,06/02/2022 14:00:26
-70,06/02/2022 14:00:30
-57,06/02/2022 14:00:34
-61,06/02/2022 14:00:38
-58,06/02/2022 14:00:42
-56,06/02/2022 14:00:46
-60,06/02/2022 14:00:51
-57,06/02/2022 14:00:55
-57,06/02/2022 14:00:59
-57,06/02/2022 14:01:03
-61,06/02/2022 14:01:07
-56,06/02/2022 14:01:11
-62,06/02/2022 14:01:15
-57,06/02/2022 14:01:20
-56,06/02/2022 14:01:24
-57,06/02/2022 14:01:28
