
-100,06/02/2022 13:52:48
-100,06/02/2022 13:52:52
-100,06/02/2022 13:52:56
-100,06/02/2022 13:53:00
-100,06/02/2022 13:53:04
-100,06/02/2022 13:53:08
-100,06/02/2022 13:53:12
-100,06/02/2022 13:53:16
-100,06/02/2022 13:53:20
-100,06/02/2022 13:53:24
-100,06/02/2022 13:53:28
-100,06/02/2022 13:53:32
-100,06/02/2022 13:53:36
-100,06/02/2022 13:53:40
-100,06/02/2022 13:53:44
-100,06/02/2022 13:53:48
-100,06/02/2022 13:53:52
-100,06/02/2022 13:53:56
-83,06/02/2022 13:54:00
-82,06/02/2022 13:54:04
-79,06/02/2022 13:54:09
-78,06/02/2022 13:54:13
-78,06/02/2022 13:54:17
-80,06/02/2022 13:54:21
-85,06/02/2022 13:54:25
-73,06/02/2022 13:54:29
-73,06/02/2022 13:54:33
-90,06/02/2022 13:54:38
-82,06/02/2022 13:54:42
-72,06/02/2022 13:54:46
-72,06/02/2022 13:54:50
-73,06/02/2022 13:54:54
-79,06/02/2022 13:54:58
-72,06/02/2022 13:55:02
-76,06/02/2022 13:55:07
-86,06/02/2022 13:55:11
-86,06/02/2022 13:55:15
-84,06/02/2022 13:55:19
-74,06/02/2022 13:55:23
-54,06/02/2022 13:55:27
-55,06/02/2022 13:55:32
-54,06/02/2022 13:55:36
-55,06/02/2022 13:55:40
-51,06/02/2022 13:55:44
-59,06/02/2022 13:55:48
-60,06/02/2022 13:55:52
-59,06/02/2022 13:55:56
-51,06/02/2022 13:56:01
-54,06/02/2022 13:56:05
-54,06/02/2022 13:56:09
-54,06/02/2022 13:56:13
-54,06/02/2022 13:56:17
-60,06/02/2022 13:56:21
-59,06/02/2022 13:56:26
-59,06/02/2022 13:56:30
-51,06/02/2022 13:56:34
-51,06/02/2022 13:56:38
-52,06/02/2022 13:56:42
-52,06/02/2022 13:56:47
-59,06/02/2022 13:56:51
-42,06/02/2022 13:56:55
-42,06/02/2022 13:56:59
-43,06/02/2022 13:57:03
-43,06/02/2022 13:57:07
-42,06/02/2022 13:57:11
-42,06/02/2022 13:57:15
-43,06/02/2022 13:57:20
-42,06/02/2022 13:57:24
-43,06/02/2022 13:57:28
-42,06/02/2022 13:57:32
-43,06/02/2022 13:57:36
-42,06/02/2022 13:57:40
-43,06/02/2022 13:57:45
-59,06/02/2022 13:57:49
-63,06/02/2022 13:57:53
-82,06/02/2022 13:57:57
-82,06/02/2022 13:58:01
-89,06/02/2022 13:58:05
-85,06/02/2022 13:58:10
-81,06/02/2022 13:58:14
-81,06/02/2022 13:58:18
-93,06/02/2022 13:58:22
-82,06/02/2022 13:58:26
-82,06/02/2022 13:58:30
-92,06/02/2022 13:58:35
-84,06/02/2022 13:58:39
-100,06/02/2022 13:58:43
-93,06/02/2022 13:58:47
-100,06/02/2022 13:58:51
-89,06/02/2022 13:58:55
-100,06/02/2022 13:58:59
-89,06/02/2022 13:59:03
-93,06/02/2022 13:59:07
-90,06/02/2022 13:59:11
-87,06/02/2022 13:59:16
-100,06/02/2022 13:59:20
-91,06/02/2022 13:59:24
-88,06/02/2022 13:59:28
-90,06/02/2022 13:59:32
-100,06/02/2022 13:59:36
-89,06/02/2022 13:59:40
-100,06/02/2022 13:59:44
-89,06/02/2022 13:59:49
-94,06/02/2022 13:59:53
-90,06/02/2022 13:59:57
-84,06/02/2022 14:00:01
-87,06/02/2022 14:00:05
-83,06/02/2022 14:00:09
-86,06/02/2022 14:00:13
-88,06/02/2022 14:00:17
-83,06/02/2022 14:00:22
-100,06/02/2022 14:00:26
-83,06/02/2022 14:00:30
-80,06/02/2022 14:00:34
-100,06/02/2022 14:00:38
-100,06/02/2022 14:00:42
-100,06/02/2022 14:00:46
-100,06/02/2022 14:00:50
-100,06/02/2022 14:00:54
-100,06/02/2022 14:00:59
-100,06/02/2022 14:01:02
-100,06/02/2022 14:01:06
-100,06/02/2022 14:01:11
-100,06/02/2022 14:01:14
-100,06/02/2022 14:01:18
-100,06/02/2022 14:01:23
-100,06/02/2022 14:01:26
