
[-82, -76, -61, -37, -79],24/02/2022 20:29:35
[-100, -79, -58, -38, -78],24/02/2022 20:29:39
[-100, -76, -64, -41, -75],24/02/2022 20:29:44
[-84, -76, -58, -40, -74],24/02/2022 20:29:48
[-100, -77, -64, -41, -80],24/02/2022 20:29:52
[-85, -75, -64, -37, -80],24/02/2022 20:29:56
[-85, -77, -54, -41, -81],24/02/2022 20:30:00
[-90, -77, -54, -41, -80],24/02/2022 20:30:04
[-100, -76, -54, -38, -76],24/02/2022 20:30:09
[-83, -77, -54, -41, -76],24/02/2022 20:30:13
[-80, -76, -64, -41, -75],24/02/2022 20:30:17
[-84, -76, -58, -38, -75],24/02/2022 20:30:21
[-100, -76, -58, -41, -80],24/02/2022 20:30:25
[-100, -76, -59, -37, -77],24/02/2022 20:30:29
[-83, -76, -57, -38, -81],24/02/2022 20:30:34
[-83, -76, -64, -38, -81],24/02/2022 20:30:38
[-100, -76, -54, -39, -75],24/02/2022 20:30:42
[-100, -76, -54, -39, -75],24/02/2022 20:30:46
[-80, -76, -58, -41, -75],24/02/2022 20:30:50
[-100, -76, -64, -39, -80],24/02/2022 20:30:54
[-82, -76, -58, -39, -80],24/02/2022 20:30:59
[-78, -76, -58, -37, -82],24/02/2022 20:31:03
[-80, -100, -58, -41, -80],24/02/2022 20:31:07
[-100, -84, -58, -37, -77],24/02/2022 20:31:11
[-86, -76, -70, -38, -75],24/02/2022 20:31:15
[-100, -76, -62, -39, -76],24/02/2022 20:31:19
[-86, -75, -65, -37, -73],24/02/2022 20:31:24
[-100, -78, -63, -39, -73],24/02/2022 20:31:28
[-81, -77, -69, -39, -76],24/02/2022 20:31:32
[-100, -100, -60, -41, -75],24/02/2022 20:31:36
[-81, -74, -60, -40, -77],24/02/2022 20:31:40
[-80, -79, -64, -37, -78],24/02/2022 20:31:44
[-89, -73, -64, -41, -75],24/02/2022 20:31:48
[-82, -77, -54, -41, -81],24/02/2022 20:31:53
[-86, -83, -64, -100, -81],24/02/2022 20:31:57
[-82, -83, -64, -39, -78],24/02/2022 20:32:01
[-83, -76, -64, -37, -81],24/02/2022 20:32:05
[-84, -75, -58, -41, -82],24/02/2022 20:32:09
[-86, -78, -59, -37, -74],24/02/2022 20:32:13
[-85, -77, -54, -39, -76],24/02/2022 20:32:18
[-82, -77, -54, -39, -74],24/02/2022 20:32:22
[-100, -76, -55, -38, -76],24/02/2022 20:32:26
[-90, -77, -54, -38, -75],24/02/2022 20:32:30
[-100, -100, -64, -40, -100],24/02/2022 20:32:34
[-86, -75, -57, -37, -74],24/02/2022 20:32:38
[-82, -78, -58, -39, -75],24/02/2022 20:32:43
[-84, -76, -58, -41, -74],24/02/2022 20:32:47
[-81, -75, -59, -41, -80],24/02/2022 20:32:51
[-82, -76, -65, -41, -76],24/02/2022 20:32:55
[-100, -77, -54, -37, -80],24/02/2022 20:32:59
[-79, -78, -64, -39, -76],24/02/2022 20:33:03
[-78, -78, -53, -40, -77],24/02/2022 20:33:08
[-80, -79, -64, -39, -75],24/02/2022 20:33:12
[-87, -80, -58, -41, -80],24/02/2022 20:33:16
[-100, -100, -59, -39, -76],24/02/2022 20:33:20
[-79, -78, -58, -41, -76],24/02/2022 20:33:24
[-100, -77, -59, -41, -76],24/02/2022 20:33:28
[-80, -80, -64, -40, -74],24/02/2022 20:33:33
[-79, -78, -64, -41, -81],24/02/2022 20:33:37
[-80, -76, -64, -37, -74],24/02/2022 20:33:41
[-79, -76, -65, -37, -74],24/02/2022 20:33:45
[-80, -77, -65, -39, -75],24/02/2022 20:33:49
[-78, -77, -58, -39, -75],24/02/2022 20:33:53
[-86, -80, -58, -39, -77],24/02/2022 20:33:58
[-84, -78, -54, -41, -77],24/02/2022 20:34:02
[-84, -77, -64, -38, -76],24/02/2022 20:34:06
[-100, -79, -54, -41, -80],24/02/2022 20:34:10
[-77, -79, -64, -41, -81],24/02/2022 20:34:14
[-82, -77, -64, -37, -75],24/02/2022 20:34:18
[-83, -77, -58, -39, -81],24/02/2022 20:34:23
[-100, -81, -59, -40, -81],24/02/2022 20:34:27
[-100, -81, -63, -39, -75],24/02/2022 20:34:31
[-82, -77, -54, -38, -80],24/02/2022 20:34:35
[-91, -76, -54, -39, -81],24/02/2022 20:34:39
[-81, -76, -54, -37, -75],24/02/2022 20:34:43
[-88, -76, -64, -41, -77],24/02/2022 20:34:48
[-80, -76, -58, -38, -74],24/02/2022 20:34:52
[-81, -77, -58, -41, -76],24/02/2022 20:34:56
[-100, -77, -58, -41, -75],24/02/2022 20:35:00
[-86, -78, -59, -37, -76],24/02/2022 20:35:04
[-89, -77, -54, -41, -75],24/02/2022 20:35:08
[-86, -77, -64, -41, -81],24/02/2022 20:35:14
[-83, -77, -65, -41, -81],24/02/2022 20:35:18
[-82, -76, -58, -41, -80],24/02/2022 20:35:22
[-100, -76, -65, -39, -79],24/02/2022 20:35:26
[-100, -75, -54, -39, -77],24/02/2022 20:35:29
[-86, -77, -58, -38, -75],24/02/2022 20:35:33
[-82, -76, -54, -41, -75],24/02/2022 20:35:38
[-83, -76, -54, -41, -82],24/02/2022 20:35:42
[-89, -78, -65, -38, -79],24/02/2022 20:35:46
[-100, -88, -58, -39, -76],24/02/2022 20:35:50
[-87, -77, -59, -41, -76],24/02/2022 20:35:54
[-85, -77, -54, -39, -75],24/02/2022 20:35:58
[-81, -81, -58, -39, -75],24/02/2022 20:36:03
[-82, -76, -54, -37, -81],24/02/2022 20:36:07
[-86, -75, -64, -37, -76],24/02/2022 20:36:11
[-85, -76, -64, -40, -76],24/02/2022 20:36:15
[-90, -100, -65, -37, -78],24/02/2022 20:36:19
[-81, -75, -64, -37, -75],24/02/2022 20:36:23
[-80, -76, -54, -41, -76],24/02/2022 20:36:28
[-85, -77, -54, -37, -76],24/02/2022 20:36:32
