
[-77, -56, -89, -100, -100],24/02/2022 14:06:27
[-71, -56, -87, -79, -100],24/02/2022 14:06:31
[-71, -57, -88, -90, -100],24/02/2022 14:06:35
[-71, -57, -100, -80, -100],24/02/2022 14:06:39
[-75, -56, -100, -78, -100],24/02/2022 14:06:43
[-70, -57, -100, -90, -100],24/02/2022 14:06:47
[-83, -58, -100, -91, -100],24/02/2022 14:06:52
[-76, -58, -87, -88, -100],24/02/2022 14:06:56
[-81, -58, -100, -93, -100],24/02/2022 14:07:00
[-80, -56, -87, -92, -100],24/02/2022 14:07:04
[-77, -57, -91, -93, -100],24/02/2022 14:07:08
[-76, -58, -86, -91, -100],24/02/2022 14:07:13
[-82, -56, -100, -79, -100],24/02/2022 14:07:17
[-76, -58, -88, -100, -100],24/02/2022 14:07:21
[-77, -56, -87, -79, -100],24/02/2022 14:07:25
[-80, -57, -89, -79, -100],24/02/2022 14:07:29
[-71, -56, -87, -89, -100],24/02/2022 14:07:33
[-82, -57, -100, -79, -100],24/02/2022 14:07:38
[-70, -56, -100, -88, -100],24/02/2022 14:07:42
[-82, -56, -89, -89, -100],24/02/2022 14:07:46
[-77, -57, -89, -100, -100],24/02/2022 14:07:50
[-77, -57, -100, -92, -100],24/02/2022 14:07:54
[-81, -57, -100, -91, -100],24/02/2022 14:07:58
[-80, -56, -100, -79, -100],24/02/2022 14:08:03
[-70, -56, -100, -79, -100],24/02/2022 14:08:07
[-70, -58, -89, -80, -100],24/02/2022 14:08:11
[-72, -57, -89, -79, -100],24/02/2022 14:08:15
[-76, -57, -93, -90, -100],24/02/2022 14:08:19
[-71, -57, -89, -79, -100],24/02/2022 14:08:23
[-81, -57, -85, -100, -100],24/02/2022 14:08:27
[-70, -56, -100, -91, -100],24/02/2022 14:08:32
[-78, -56, -100, -90, -100],24/02/2022 14:08:36
[-77, -56, -84, -78, -100],24/02/2022 14:08:40
[-81, -56, -88, -93, -100],24/02/2022 14:08:44
[-76, -57, -89, -89, -100],24/02/2022 14:08:48
[-79, -57, -83, -78, -100],24/02/2022 14:08:53
[-82, -56, -100, -93, -100],24/02/2022 14:08:57
[-76, -56, -88, -79, -100],24/02/2022 14:09:01
[-80, -56, -100, -88, -100],24/02/2022 14:09:05
[-71, -57, -87, -93, -100],24/02/2022 14:09:09
[-80, -57, -86, -100, -100],24/02/2022 14:09:13
[-73, -57, -88, -78, -100],24/02/2022 14:09:18
[-71, -57, -87, -100, -100],24/02/2022 14:09:22
[-77, -57, -85, -90, -100],24/02/2022 14:09:26
[-76, -57, -84, -88, -100],24/02/2022 14:09:30
[-80, -57, -85, -79, -100],24/02/2022 14:09:34
[-80, -58, -84, -89, -100],24/02/2022 14:09:38
[-81, -58, -85, -79, -100],24/02/2022 14:09:43
[-77, -56, -100, -89, -100],24/02/2022 14:09:47
[-76, -56, -100, -79, -100],24/02/2022 14:09:51
[-77, -56, -87, -79, -100],24/02/2022 14:09:55
[-78, -56, -100, -88, -100],24/02/2022 14:09:59
[-82, -56, -100, -78, -100],24/02/2022 14:10:03
[-81, -57, -86, -89, -100],24/02/2022 14:10:08
[-82, -56, -85, -93, -100],24/02/2022 14:10:12
[-70, -57, -88, -89, -100],24/02/2022 14:10:16
[-82, -57, -100, -88, -100],24/02/2022 14:10:20
[-76, -56, -100, -79, -100],24/02/2022 14:10:24
[-78, -58, -91, -89, -100],24/02/2022 14:10:29
[-76, -57, -90, -79, -100],24/02/2022 14:10:33
[-77, -56, -100, -78, -100],24/02/2022 14:10:37
[-80, -57, -100, -100, -100],24/02/2022 14:10:41
[-70, -59, -86, -79, -100],24/02/2022 14:10:45
[-70, -58, -89, -89, -100],24/02/2022 14:10:49
[-69, -56, -87, -100, -100],24/02/2022 14:10:54
