
[-70, -68, -100, -79, -100],02/03/2022 15:51:31
[-60, -67, -80, -70, -100],02/03/2022 15:51:35
[-65, -68, -78, -80, -91],02/03/2022 15:51:39
[-59, -100, -100, -100, -87],02/03/2022 15:51:44
[-71, -60, -80, -71, -100],02/03/2022 15:51:48
[-59, -61, -76, -71, -100],02/03/2022 15:51:52
[-59, -60, -77, -71, -100],02/03/2022 15:51:56
[-59, -60, -100, -72, -88],02/03/2022 15:52:00
[-58, -67, -79, -78, -100],02/03/2022 15:52:04
[-59, -68, -76, -69, -85],02/03/2022 15:52:09
[-60, -67, -79, -69, -87],02/03/2022 15:52:13
[-72, -70, -81, -77, -86],02/03/2022 15:52:17
[-61, -67, -77, -70, -87],02/03/2022 15:52:21
[-71, -66, -78, -79, -88],02/03/2022 15:52:25
[-60, -61, -77, -72, -87],02/03/2022 15:52:29
[-58, -67, -79, -78, -88],02/03/2022 15:52:34
[-59, -67, -78, -79, -86],02/03/2022 15:52:38
[-59, -67, -80, -79, -86],02/03/2022 15:52:42
[-60, -60, -100, -70, -90],02/03/2022 15:52:46
[-59, -60, -80, -70, -86],02/03/2022 15:52:50
[-58, -60, -100, -69, -86],02/03/2022 15:52:54
[-59, -60, -82, -72, -100],02/03/2022 15:52:59
[-58, -70, -78, -80, -91],02/03/2022 15:53:03
[-58, -67, -100, -79, -89],02/03/2022 15:53:07
[-71, -67, -100, -79, -90],02/03/2022 15:53:11
[-58, -67, -100, -80, -100],02/03/2022 15:53:16
[-71, -67, -78, -82, -100],02/03/2022 15:53:20
[-61, -67, -78, -70, -87],02/03/2022 15:53:25
[-59, -67, -78, -69, -100],02/03/2022 15:53:29
[-59, -65, -78, -71, -100],02/03/2022 15:53:33
[-60, -67, -78, -72, -100],02/03/2022 15:53:37
[-59, -67, -80, -71, -100],02/03/2022 15:53:41
[-70, -67, -100, -79, -100],02/03/2022 15:53:45
[-71, -60, -78, -79, -88],02/03/2022 15:53:50
[-70, -66, -78, -100, -100],02/03/2022 15:53:54
[-59, -61, -78, -72, -86],02/03/2022 15:53:58
[-71, -66, -79, -79, -100],02/03/2022 15:54:02
[-59, -66, -78, -70, -88],02/03/2022 15:54:06
[-61, -65, -78, -80, -88],02/03/2022 15:54:10
[-60, -60, -78, -79, -85],02/03/2022 15:54:15
[-61, -66, -80, -70, -87],02/03/2022 15:54:19
