
[-88, -86, -65, -84, -49],03/03/2022 12:40:26
[-89, -83, -69, -83, -49],03/03/2022 12:40:30
[-100, -83, -70, -85, -49],03/03/2022 12:40:35
[-90, -82, -70, -84, -50],03/03/2022 12:40:39
[-89, -81, -65, -83, -58],03/03/2022 12:40:43
[-91, -100, -63, -78, -50],03/03/2022 12:40:47
[-100, -82, -66, -79, -59],03/03/2022 12:40:51
[-100, -82, -64, -83, -50],03/03/2022 12:40:55
[-91, -100, -64, -85, -49],03/03/2022 12:41:00
[-89, -84, -67, -87, -49],03/03/2022 12:41:04
[-100, -84, -68, -85, -49],03/03/2022 12:41:08
[-100, -84, -68, -86, -49],03/03/2022 12:41:12
[-88, -83, -68, -100, -58],03/03/2022 12:41:16
[-89, -83, -69, -88, -58],03/03/2022 12:41:20
[-100, -82, -64, -89, -59],03/03/2022 12:41:24
[-87, -82, -66, -86, -48],03/03/2022 12:41:28
[-90, -82, -67, -87, -48],03/03/2022 12:41:33
[-88, -100, -66, -89, -50],03/03/2022 12:41:37
[-100, -85, -67, -83, -50],03/03/2022 12:41:41
[-91, -83, -65, -82, -50],03/03/2022 12:41:45
[-89, -82, -69, -81, -49],03/03/2022 12:41:49
[-100, -100, -69, -84, -50],03/03/2022 12:41:53
[-89, -100, -64, -89, -58],03/03/2022 12:41:58
[-89, -84, -68, -87, -48],03/03/2022 12:42:02
[-100, -84, -69, -88, -49],03/03/2022 12:42:06
[-90, -84, -66, -88, -49],03/03/2022 12:42:10
[-100, -100, -67, -87, -49],03/03/2022 12:42:14
[-89, -83, -67, -80, -58],03/03/2022 12:42:19
[-100, -100, -64, -80, -57],03/03/2022 12:42:23
[-88, -85, -64, -79, -57],03/03/2022 12:42:27
[-87, -83, -67, -82, -49],03/03/2022 12:42:31
[-91, -100, -64, -80, -48],03/03/2022 12:42:35
[-100, -100, -65, -84, -50],03/03/2022 12:42:39
[-100, -85, -64, -86, -48],03/03/2022 12:42:43
[-100, -83, -69, -80, -50],03/03/2022 12:42:48
[-100, -100, -70, -89, -50],03/03/2022 12:42:52
[-100, -100, -69, -82, -48],03/03/2022 12:42:56
[-92, -83, -64, -89, -48],03/03/2022 12:43:00
